"N"	"gene"	"beta"	"pval"	"varexp"
"gene100499"	459	"1700086P04Rik"	NA	NA	NA
"gene100500"	460	"1700087I21Rik"	NA	NA	NA
"gene100501"	461	"1700087M22Rik"	-0.00765465823615768	0.318533532197303	0.225315267119745
"gene100502"	462	"1700088E04Rik"	NA	NA	NA
"gene100503"	463	"1700091H14Rik"	NA	NA	NA
"gene100504"	464	"1700092C02Rik"	NA	NA	NA
"gene100505"	465	"1700092C10Rik"	NA	NA	NA
"gene100506"	466	"1700092C17Rik"	NA	NA	NA
"gene100507"	467	"1700092E16Rik"	NA	NA	NA
"gene100508"	468	"1700092E19Rik"	NA	NA	NA
"gene100509"	469	"1700092K14Rik"	0.00289645184648806	1	3.92267346743169e-21
"gene100510"	470	"1700092M07Rik"	NA	NA	NA
"gene100511"	471	"1700093J21Rik"	NA	NA	NA
"gene100512"	472	"1700093K21Rik"	NA	NA	NA
"gene100513"	473	"1700094D03Rik"	NA	NA	NA
"gene100514"	474	"1700094J05Rik"	NA	NA	NA
"gene100515"	475	"1700094M23Rik"	NA	NA	NA
"gene100516"	476	"1700094M24Rik"	NA	NA	NA
"gene100517"	477	"1700095A13Rik"	0.00767993712348917	0.603132577635998	0.0877043243398968
"gene100518"	478	"1700095A21Rik"	NA	NA	NA
"gene100520"	479	"1700095J03Rik"	NA	NA	NA
"gene100521"	480	"1700095J07Rik"	NA	NA	NA
"gene100522"	481	"1700095J12Rik"	NA	NA	NA
"gene100525"	482	"1700096K18Rik"	NA	NA	NA
"gene100526"	483	"1700097M23Rik"	NA	NA	NA
"gene100527"	484	"1700097N02Rik"	NA	NA	NA
"gene100528"	485	"1700099I09Rik"	0.0353577377577004	0.113175995429405	0.248003190827305
"gene100529"	486	"1700100I10Rik"	NA	NA	NA
"gene100530"	487	"1700100L14Rik"	NA	NA	NA
"gene100531"	488	"1700101I11Rik"	NA	NA	NA
"gene100533"	489	"1700101O22Rik"	NA	NA	NA
"gene100534"	490	"1700102F20Rik"	NA	NA	NA
"gene100535"	491	"1700102H20Rik"	NA	NA	NA
"gene100536"	492	"1700102P08Rik"	NA	NA	NA
"gene100537"	493	"1700104B16Rik"	0.00821001987914	0.801003857707983	0.0305613397122289
"gene100538"	494	"1700104L18Rik"	NA	NA	NA
"gene100539"	495	"1700105G05Rik"	NA	NA	NA
"gene100540"	496	"1700105P06Rik"	NA	NA	NA
"gene100541"	497	"1700106O07Rik"	NA	NA	NA
"gene100542"	498	"1700108F19Rik"	NA	NA	NA
"gene100543"	499	"1700108J01Rik"	NA	NA	NA
"gene100544"	500	"1700108N06Rik"	NA	NA	NA
"gene100546"	501	"1700109G14Rik"	-0.128167994207096	1	0
"gene100547"	502	"1700109G15Rik"	NA	NA	NA
"gene100548"	503	"1700109H08Rik"	NA	NA	NA
"gene100549"	504	"1700109I08Rik"	NA	NA	NA
"gene100550"	505	"1700109K24Rik"	NA	NA	NA
"gene100551"	506	"1700110C19Rik"	NA	NA	NA
"gene100553"	507	"1700110I07Rik"	NA	NA	NA
"gene100554"	508	"1700110K17Rik"	NA	NA	NA
"gene100555"	509	"1700111E14Rik"	0.00724112961622015	1	0
"gene100556"	510	"1700111N16Rik"	NA	NA	NA
"gene100557"	511	"1700112D23Rik"	NA	NA	NA
"gene100558"	512	"1700112H15Rik"	NA	NA	NA
"gene100559"	513	"1700112J05Rik"	NA	NA	NA
"gene100560"	514	"1700112J16Rik"	NA	NA	NA
"gene100561"	515	"1700112K13Rik"	NA	NA	NA
"gene100562"	516	"1700112L15Rik"	NA	NA	NA
"gene100563"	517	"1700112M02Rik"	0.0354815351194786	1	0
"gene100564"	518	"1700113A16Rik"	NA	NA	NA
"gene100565"	519	"1700113B09Rik"	NA	NA	NA
"gene100566"	520	"1700113B19Rik"	NA	NA	NA
"gene100567"	521	"1700113H08Rik"	NA	NA	NA
"gene100568"	522	"1700116B05Rik"	NA	NA	NA
"gene100569"	523	"1700116H05Rik"	NA	NA	NA
"gene100570"	524	"1700119H24Rik"	NA	NA	NA
"gene100571"	525	"1700119I11Rik"	-0.0187197948992423	0.611706466312321	0.0928507737705795
"gene100572"	526	"1700120B22Rik"	NA	NA	NA
"gene100573"	527	"1700120C14Rik"	NA	NA	NA
"gene100574"	528	"1700120C18Rik"	NA	NA	NA
"gene100575"	529	"1700120E14Rik"	NA	NA	NA
"gene100576"	530	"1700120G07Rik"	NA	NA	NA
"gene100577"	531	"1700120G11Rik"	NA	NA	NA
"gene100579"	532	"1700120O09Rik"	NA	NA	NA
"gene100580"	533	"1700121C08Rik"	0.0238957277335264	1	0
"gene100581"	534	"1700121L03Rik"	NA	NA	NA
"gene100582"	535	"1700121L16Rik"	NA	NA	NA
"gene100583"	536	"1700121N20Rik"	NA	NA	NA
"gene100584"	537	"1700122C19Rik"	NA	NA	NA
"gene100586"	538	"1700122E12Rik"	NA	NA	NA
"gene100587"	539	"1700122H20Rik"	NA	NA	NA
"gene100588"	540	"1700122O11Rik"	NA	NA	NA
"gene100589"	541	"1700123J17Rik"	-0.0984793627805938	0.999999904884748	0
"gene100590"	542	"1700123K08Rik"	NA	NA	NA
"gene100591"	543	"1700123L14Rik"	NA	NA	NA
"gene100592"	544	"1700123M08Rik"	NA	NA	NA
"gene100593"	545	"1700123O12Rik"	NA	NA	NA
"gene100594"	546	"1700123O20Rik"	NA	NA	NA
"gene100595"	547	"1700123O21Rik"	NA	NA	NA
"gene100596"	548	"1700124L16Rik"	NA	NA	NA
"gene100597"	549	"1700124M09Rik"	-0.0695148443157133	1	0
"gene100598"	550	"1700125G02Rik"	NA	NA	NA
"gene100599"	551	"1700125G22Rik"	NA	NA	NA
"gene100600"	552	"1700125H03Rik"	NA	NA	NA
"gene100601"	553	"1700125H20Rik"	NA	NA	NA
"gene100602"	554	"1700126A01Rik"	NA	NA	NA
"gene100603"	555	"1700126G02Rik"	NA	NA	NA
"gene100604"	556	"1700126H18Rik"	NA	NA	NA
"gene100605"	557	"1700127F24Rik"	0.0999275887038378	1	0
"gene100606"	558	"1700128A07Rik"	NA	NA	NA
"gene100607"	559	"1700128E19Rik"	NA	NA	NA
"gene100608"	560	"1700128F08Rik"	NA	NA	NA
"gene100610"	561	"1700129C05Rik"	NA	NA	NA
"gene100611"	562	"1700129L04Rik"	NA	NA	NA
"gene100612"	563	"1810006J02Rik"	NA	NA	NA
"gene100614"	564	"1810007D17Rik"	NA	NA	NA
"gene100615"	565	"1810008B01Rik"	1.23896556077036	0.152795334080048	0.263376687535215
"gene100616"	566	"1810008I18Rik"	NA	NA	NA
"gene100617"	567	"1810009A15Rik"	NA	NA	NA
"gene100618"	568	"1810009J06Rik"	NA	NA	NA
"gene100619"	569	"1810010H24Rik"	NA	NA	NA
"gene100620"	570	"1810010K12Rik"	NA	NA	NA
"gene100621"	571	"1810012K08Rik"	NA	NA	NA
"gene100622"	572	"1810012K16Rik"	NA	NA	NA
"gene100623"	573	"1810013D15Rik"	-0.102099927588704	1	0
"gene100624"	574	"1810013L24Rik"	NA	NA	NA
"gene100625"	575	"1810014B01Rik"	NA	NA	NA
"gene100626"	576	"1810014P07Rik"	NA	NA	NA
"gene100627"	577	"1810017P11Rik"	NA	NA	NA
"gene100628"	578	"1810018F18Rik"	NA	NA	NA
"gene100629"	579	"1810019D21Rik"	NA	NA	NA
"gene100630"	580	"1810019N24Rik"	NA	NA	NA
"gene100631"	581	"1810020O05Rik"	0.549755316681533	0.630199735709873	0.0709207814281077
"gene100632"	582	"1810021B22Rik"	NA	NA	NA
"gene100633"	583	"1810024B03Rik"	NA	NA	NA
"gene100634"	584	"1810026B05Rik"	NA	NA	NA
"gene100635"	585	"1810028F09Rik"	NA	NA	NA
"gene100636"	586	"1810030O07Rik"	NA	NA	NA
"gene100637"	587	"1810034E14Rik"	NA	NA	NA
"gene100638"	588	"1810035K13Rik"	NA	NA	NA
"gene100639"	589	"1810037I17Rik"	4.71340061612364	0.000408103694938693	0.555642978020252
"gene100640"	590	"1810041H14Rik"	NA	NA	NA
"gene100641"	591	"1810044D09Rik"	NA	NA	NA
"gene100642"	592	"1810044K17Rik"	NA	NA	NA
"gene100643"	593	"1810046K07Rik"	NA	NA	NA
"gene100644"	594	"1810049I09Rik"	NA	NA	NA
"gene100646"	595	"1810053B23Rik"	NA	NA	NA
"gene100647"	596	"1810055G02Rik"	NA	NA	NA
"gene100648"	597	"1810058I24Rik"	12.7726285300507	1	0
"gene100649"	598	"1810058N15Rik"	NA	NA	NA
"gene100650"	599	"1810059C17Rik"	NA	NA	NA
"gene100651"	600	"1810059H22Rik"	NA	NA	NA
"gene100652"	601	"1810062G17Rik"	NA	NA	NA
"gene100653"	602	"1810062O18Rik"	NA	NA	NA
"gene100655"	603	"1810064F22Rik"	NA	NA	NA
"gene100656"	604	"1810065E05Rik"	NA	NA	NA
"gene100657"	605	"1810073O08Rik"	40.7413112515108	0.86215710750291	0.0212566107405699
"gene100658"	606	"2010001A14Rik"	NA	NA	NA
"gene100659"	607	"2010001K21Rik"	NA	NA	NA
"gene100660"	608	"2010001M07Rik"	NA	NA	NA
"gene100661"	609	"2010003K11Rik"	NA	NA	NA
"gene100662"	610	"2010007H06Rik"	NA	NA	NA
"gene100663"	611	"2010008C14Rik"	NA	NA	NA
"gene100664"	612	"2010009K17Rik"	NA	NA	NA
"gene100665"	613	"2010010A06Rik"	0.05174219590323	0.618779293094206	0.0746912087729337
"gene100666"	614	"2010013B24Rik"	NA	NA	NA
"gene100667"	615	"2010016I18Rik"	NA	NA	NA
"gene100668"	616	"2010103J01Rik"	NA	NA	NA
"gene100669"	617	"2010106C02Rik"	NA	NA	NA
"gene100670"	618	"2010106E10Rik"	NA	NA	NA
"gene100671"	619	"2010106G04Rik"	NA	NA	NA
"gene100672"	620	"2010109A12Rik"	NA	NA	NA
"gene100673"	621	"2010109P13Rik"	-0.0169060025414999	0.0547746725207604	0.363621298822128
"gene100674"	622	"2010110E17Rik"	NA	NA	NA
"gene100675"	623	"2010110G14Rik"	NA	NA	NA
"gene100676"	624	"2010110K18Rik"	NA	NA	NA
"gene100677"	625	"2010203P06Rik"	NA	NA	NA
"gene100678"	626	"2010204K13Rik"	NA	NA	NA
"gene100679"	627	"2010300C02Rik"	NA	NA	NA
"gene100680"	628	"2010308F09Rik"	NA	NA	NA
"gene100681"	629	"2010309G21Rik"	-0.00120635364892539	0.804242033187561	0.0314572811360262
"gene100682"	630	"2010310C07Rik"	NA	NA	NA
"gene100683"	631	"2010315B03Rik"	NA	NA	NA
"gene100684"	632	"2010320M18Rik"	NA	NA	NA
"gene100685"	633	"2010320O07Rik"	NA	NA	NA
"gene100686"	634	"2200002A13Rik"	NA	NA	NA
"gene100687"	635	"2200002D01Rik"	NA	NA	NA
"gene100688"	636	"2200002J24Rik"	NA	NA	NA
"gene100689"	637	"2200007N16Rik"	0.0499637943519189	1	0
"gene100690"	638	"2210009P08Rik"	NA	NA	NA
"gene100691"	639	"2210010C04Rik"	NA	NA	NA
"gene100692"	640	"2210011K15Rik"	NA	NA	NA
"gene100693"	641	"2210016F16Rik"	NA	NA	NA
"gene100694"	642	"2210016L21Rik"	NA	NA	NA
"gene100695"	643	"2210017I01Rik"	NA	NA	NA
"gene100696"	644	"2210020O09Rik"	NA	NA	NA
"gene100697"	645	"2210039B01Rik"	-0.0590942401585419	0.505870025584275	0.119587575416594
"gene100698"	646	"2210404E10Rik"	NA	NA	NA
"gene100699"	647	"2210406H18Rik"	NA	NA	NA
"gene100700"	648	"2210406O10Rik"	NA	NA	NA
"gene100701"	649	"2210407C18Rik"	NA	NA	NA
"gene100702"	650	"2210408F21Rik"	NA	NA	NA
"gene100703"	651	"2210408I21Rik"	NA	NA	NA
"gene100704"	652	"2210409D07Rik"	NA	NA	NA
"gene100706"	653	"2210411M09Rik"	-0.207820419985518	1	0
"gene100707"	654	"2210412B16Rik"	NA	NA	NA
"gene100708"	655	"2210414B05Rik"	NA	NA	NA
"gene100709"	656	"2210414F02Rik"	NA	NA	NA
"gene100710"	657	"2210417A02Rik"	NA	NA	NA
"gene100711"	658	"2210418O10Rik"	NA	NA	NA
"gene100713"	659	"2300002M23Rik"	NA	NA	NA
"gene100714"	660	"2300003K06Rik"	NA	NA	NA
"gene100715"	661	"2300009A05Rik"	-4.6480811006517	0.999999865486721	0
"gene100716"	662	"2310001H17Rik"	NA	NA	NA
"gene100717"	663	"2310001K20Rik"	NA	NA	NA
"gene100718"	664	"2310001K24Rik"	NA	NA	NA
"gene100719"	665	"2310002D06Rik"	NA	NA	NA
"gene100720"	666	"2310002F09Rik"	NA	NA	NA
"gene100721"	667	"2310002L09Rik"	NA	NA	NA
"gene100722"	668	"2310003L06Rik"	NA	NA	NA
"gene100723"	669	"2310003N18Rik"	-0.109341057204924	1	0
"gene100725"	670	"2310005E17Rik"	NA	NA	NA
"gene100726"	671	"2310008N11Rik"	NA	NA	NA
"gene100727"	672	"2310009B15Rik"	NA	NA	NA
"gene100728"	673	"2310010J17Rik"	NA	NA	NA
"gene100729"	674	"2310011J03Rik"	NA	NA	NA
"gene100730"	675	"2310014F06Rik"	NA	NA	NA
"gene100731"	676	"2310015A10Rik"	NA	NA	NA
"gene100732"	677	"2310015A16Rik"	-0.0325850832729906	0.999999904884748	0
"gene100733"	678	"2310015D24Rik"	NA	NA	NA
"gene100735"	679	"2310016D03Rik"	NA	NA	NA
"gene100736"	680	"2310016D23Rik"	NA	NA	NA
"gene100737"	681	"2310016G11Rik"	NA	NA	NA
"gene100738"	682	"2310020H05Rik"	NA	NA	NA
"gene100739"	683	"2310022A10Rik"	NA	NA	NA
"gene100740"	684	"2310022B05Rik"	NA	NA	NA
"gene100741"	685	"2310026I22Rik"	-0.0586629436921434	0.757063502727939	0.0541175231834751
"gene100742"	686	"2310026L22Rik"	NA	NA	NA
"gene100743"	687	"2310030A07Rik"	NA	NA	NA
"gene100744"	688	"2310030G06Rik"	NA	NA	NA
"gene100745"	689	"2310033P09Rik"	NA	NA	NA
"gene100747"	690	"2310034G01Rik"	NA	NA	NA
"gene100748"	691	"2310034O05Rik"	NA	NA	NA
"gene100749"	692	"2310039H08Rik"	NA	NA	NA
"gene100750"	693	"2310039L15Rik"	0.124292983164961	0.534785886923684	0.105431536980469
"gene100751"	694	"2310040G07Rik"	NA	NA	NA
"gene100752"	695	"2310040G24Rik"	NA	NA	NA
"gene100754"	696	"2310043M15Rik"	NA	NA	NA
"gene100755"	697	"2310043O21Rik"	NA	NA	NA
"gene100756"	698	"2310043P16Rik"	NA	NA	NA
"gene100757"	699	"2310044K18Rik"	NA	NA	NA
"gene100759"	700	"2310047D07Rik"	NA	NA	NA
"gene100760"	701	"2310050C09Rik"	-0.0601013758146271	1	0
"gene100761"	702	"2310057J18Rik"	NA	NA	NA
"gene100762"	703	"2310057M21Rik"	NA	NA	NA
"gene100763"	704	"2310057N15Rik"	NA	NA	NA
"gene100764"	705	"2310058D17Rik"	NA	NA	NA
"gene100765"	706	"2310061I04Rik"	NA	NA	NA
"gene100766"	707	"2310061N02Rik"	NA	NA	NA
"gene100767"	708	"2310065F04Rik"	NA	NA	NA
"gene100768"	709	"2310067P03Rik"	0.0391020999275887	1	0
"gene100769"	710	"2310068J16Rik"	NA	NA	NA
"gene100770"	711	"2310069B03Rik"	NA	NA	NA
"gene100771"	712	"2310074N15Rik"	NA	NA	NA
"gene100772"	713	"2310075C17Rik"	NA	NA	NA
"gene100773"	714	"2310079G19Rik"	NA	NA	NA
"gene100774"	715	"2310081O03Rik"	NA	NA	NA
"gene100775"	716	"2400006E01Rik"	NA	NA	NA
"gene100776"	717	"2410002F23Rik"	-78.9070873802154	0.013447020946141	0.597264663961294
"gene100778"	718	"2410003L11Rik"	NA	NA	NA
"gene100779"	719	"2410004B18Rik"	NA	NA	NA
"gene100780"	720	"2410004I01Rik"	NA	NA	NA
"gene100781"	721	"2410004P03Rik"	NA	NA	NA
"gene100782"	722	"2410006H16Rik"	NA	NA	NA
"gene100783"	723	"2410012E07Rik"	NA	NA	NA
"gene100784"	724	"2410017I17Rik"	NA	NA	NA
"gene100785"	725	"2410018L13Rik"	0.261404779145547	1	0
"gene100786"	726	"2410021H03Rik"	NA	NA	NA
"gene100787"	727	"2410022M11Rik"	NA	NA	NA
"gene100789"	728	"2410080I02Rik"	NA	NA	NA
"gene100790"	729	"2410124H12Rik"	NA	NA	NA
"gene100791"	730	"2410131K14Rik"	NA	NA	NA
"gene100792"	731	"2410137M14Rik"	NA	NA	NA
"gene100793"	732	"2410141K09Rik"	NA	NA	NA
"gene100794"	733	"2410152P15Rik"	-0.00463944733837111	0.526823026860411	0.0848040861702543
"gene100795"	734	"2500002B13Rik"	NA	NA	NA
"gene100796"	735	"2500004C02Rik"	NA	NA	NA
"gene100797"	736	"2510002D24Rik"	NA	NA	NA
"gene100798"	737	"2510009E07Rik"	NA	NA	NA
"gene100799"	738	"2510016D11Rik"	NA	NA	NA
"gene100800"	739	"2510017J16Rik"	NA	NA	NA
"gene100801"	740	"2510039O18Rik"	NA	NA	NA
"gene100802"	741	"2510046G10Rik"	-0.952825937762002	0.535471103424305	0.138504645780585
"gene100803"	742	"2600002D14Rik"	NA	NA	NA
"gene100804"	743	"2600006K01Rik"	NA	NA	NA
"gene100805"	744	"2600014E21Rik"	NA	NA	NA
"gene100806"	745	"2610001A08Rik"	NA	NA	NA
"gene100807"	746	"2610001J05Rik"	NA	NA	NA
"gene100808"	747	"2610002M06Rik"	NA	NA	NA
"gene100809"	748	"2610005L07Rik"	NA	NA	NA
"gene100810"	749	"2610008E11Rik"	-9.17138881506084	0.2481020322226	0.161202282926362
"gene100811"	750	"2610011E03Rik"	NA	NA	NA
"gene100812"	751	"2610012C04Rik"	NA	NA	NA
"gene100813"	752	"2610016A17Rik"	NA	NA	NA
"gene100814"	753	"2610017A05Rik"	NA	NA	NA
"gene100815"	754	"2610020C07Rik"	NA	NA	NA
"gene100816"	755	"2610021A01Rik"	NA	NA	NA
"gene100817"	756	"2610024D14Rik"	NA	NA	NA
"gene100818"	757	"2610027F03Rik"	-0.0651701665459812	1	0
"gene100819"	758	"2610027K06Rik"	NA	NA	NA
"gene100820"	759	"2610028D06Rik"	NA	NA	NA
"gene100821"	760	"2610028E06Rik"	NA	NA	NA
"gene100822"	761	"2610028H24Rik"	NA	NA	NA
"gene100823"	762	"2610034O05Rik"	NA	NA	NA
"gene100824"	763	"2610035D17Rik"	NA	NA	NA
"gene100825"	764	"2610035F20Rik"	NA	NA	NA
"gene100826"	765	"2610037D02Rik"	-4.83517201620504	0.593262464804238	0.10139756181953
"gene100827"	766	"2610042L04Rik"	NA	NA	NA
"gene100828"	767	"2610044O15Rik8"	NA	NA	NA
"gene100829"	768	"2610105M22Rik"	NA	NA	NA
"gene100830"	769	"2610203C22Rik"	NA	NA	NA
"gene100831"	770	"2610204G07Rik"	NA	NA	NA
"gene100832"	771	"2610206C17Rik"	NA	NA	NA
"gene100833"	772	"2610300A13Rik"	NA	NA	NA
"gene100834"	773	"2610300M13Rik"	0.00542245002591611	0.0801551999496251	0.334536911496795
"gene100835"	774	"2610301B20Rik"	NA	NA	NA
"gene100836"	775	"2610303G11Rik"	NA	NA	NA
"gene100837"	776	"2610306M01Rik"	NA	NA	NA
"gene100838"	777	"2610306O10Rik"	NA	NA	NA
"gene100839"	778	"2610307P16Rik"	NA	NA	NA
"gene100840"	779	"2610316D01Rik"	NA	NA	NA
"gene100841"	780	"2610318M16Rik"	NA	NA	NA
"gene100842"	781	"2610318N02Rik"	1.76973191810243	4.15625129349008e-05	0.679754114849988
"gene100843"	782	"2610507B11Rik"	NA	NA	NA
"gene100844"	783	"2610507I01Rik"	NA	NA	NA
"gene100845"	784	"2610509F24Rik"	NA	NA	NA
"gene100846"	785	"2610528A11Rik"	NA	NA	NA
"gene100847"	786	"2610528J11Rik"	NA	NA	NA
"gene100848"	787	"2700029L08Rik"	NA	NA	NA
"gene100849"	788	"2700033N17Rik"	NA	NA	NA
"gene100850"	789	"2700038G22Rik"	-8.57423348197084	0.0328359352520015	0.5164240245122
"gene100851"	790	"2700046A07Rik"	NA	NA	NA
"gene100852"	791	"2700046G09Rik"	NA	NA	NA
"gene100853"	792	"2700049A03Rik"	NA	NA	NA
"gene100854"	793	"2700054A10Rik"	NA	NA	NA
"gene100855"	794	"2700062C07Rik"	NA	NA	NA
"gene100856"	795	"2700068H02Rik"	NA	NA	NA
"gene100857"	796	"2700069I18Rik"	NA	NA	NA
"gene100858"	797	"2700078F05Rik"	-0.226706506902415	0.637034160301527	0.083595770156708
"gene100859"	798	"2700080J24Rik"	NA	NA	NA
"gene100860"	799	"2700081O15Rik"	NA	NA	NA
"gene100861"	800	"2700089I24Rik"	NA	NA	NA
"gene100862"	801	"2700097O09Rik"	NA	NA	NA
"gene100863"	802	"2700099C18Rik"	NA	NA	NA
"gene100864"	803	"2810001G20Rik"	NA	NA	NA
"gene100865"	804	"2810002D19Rik"	NA	NA	NA
"gene100866"	805	"2810004N23Rik"	-14.8577011558597	0.288617887234683	0.255214520853202
"gene100867"	806	"2810006K23Rik"	NA	NA	NA
"gene100868"	807	"2810013P06Rik"	NA	NA	NA
"gene100869"	808	"2810021J22Rik"	NA	NA	NA
"gene100870"	809	"2810025M15Rik"	NA	NA	NA
"gene100871"	810	"2810029C07Rik"	NA	NA	NA
"gene100872"	811	"2810030D12Rik"	NA	NA	NA
"gene100873"	812	"2810032G03Rik"	NA	NA	NA
"gene100874"	813	"2810039B14Rik"	-0.634322954380884	1	0
"gene100875"	814	"2810047C21Rik1"	NA	NA	NA
"gene100876"	815	"2810049E08Rik"	NA	NA	NA
"gene100877"	816	"2810402E24Rik"	NA	NA	NA
"gene100878"	817	"2810403D21Rik"	NA	NA	NA
"gene100879"	818	"2810403G07Rik"	NA	NA	NA
"gene100880"	819	"2810404F17Rik"	NA	NA	NA
"gene100881"	820	"2810404M03Rik"	NA	NA	NA
"gene100883"	821	"2810405F17Rik"	-3.58744150940693	0.212810397693704	0.347827129453133
"gene100884"	822	"2810407A14Rik"	NA	NA	NA
"gene100885"	823	"2810408A11Rik"	NA	NA	NA
"gene100886"	824	"2810408I11Rik"	NA	NA	NA
"gene100887"	825	"2810410L24Rik"	NA	NA	NA
"gene100888"	826	"2810414N06Rik"	NA	NA	NA
"gene100889"	827	"2810428J06Rik"	NA	NA	NA
"gene100890"	828	"2810429I04Rik"	NA	NA	NA
"gene100891"	829	"2810430I11Rik"	-0.207820419985518	1	0
"gene100892"	830	"2810432F15Rik"	NA	NA	NA
"gene100893"	831	"2810433D01Rik"	NA	NA	NA
"gene100894"	832	"2810442N19Rik"	NA	NA	NA
"gene100895"	833	"2810454H06Rik"	NA	NA	NA
"gene100896"	834	"2810455O05Rik"	NA	NA	NA
"gene100898"	835	"2810459M11Rik"	NA	NA	NA
"gene100899"	836	"2810471M01Rik"	NA	NA	NA
"gene100900"	837	"2900002M20Rik"	0.0166545981173063	1	0
"gene100901"	838	"2900005J15Rik"	NA	NA	NA
"gene100902"	839	"2900009J06Rik"	NA	NA	NA
"gene100903"	840	"2900018N21Rik"	NA	NA	NA
"gene100905"	841	"2900024D18Rik"	NA	NA	NA
"gene100906"	842	"2900026A02Rik"	NA	NA	NA
"gene100907"	843	"2900027M19Rik"	NA	NA	NA
"gene100908"	844	"2900035J10Rik"	NA	NA	NA
"gene100909"	845	"2900037B21Rik"	-0.0231103157112791	0.0767464215666114	0.298929328595693
"gene100910"	846	"2900040C04Rik"	NA	NA	NA
"gene100911"	847	"2900041M22Rik"	NA	NA	NA
"gene100912"	848	"2900042G08Rik"	NA	NA	NA
"gene100913"	849	"2900042K21Rik"	NA	NA	NA
"gene100914"	850	"2900045O20Rik"	NA	NA	NA
"gene100915"	851	"2900052L18Rik"	NA	NA	NA
"gene100916"	852	"2900052N01Rik"	NA	NA	NA
"gene100917"	853	"2900057B20Rik"	0.199131064446054	1	0
"gene100918"	854	"2900060B14Rik"	NA	NA	NA
"gene100919"	855	"2900060N12Rik"	NA	NA	NA
"gene100920"	856	"2900064F13Rik"	NA	NA	NA
"gene100921"	857	"2900064K03Rik"	NA	NA	NA
"gene100922"	858	"2900069G24Rik"	NA	NA	NA
"gene100923"	859	"2900072N19Rik"	NA	NA	NA
"gene100924"	860	"2900076A07Rik"	NA	NA	NA
"gene100925"	861	"2900076G11Rik"	-0.0790468511943105	0.21604782724199	0.222931095920239
"gene100926"	862	"2900078I11Rik"	NA	NA	NA
"gene100927"	863	"2900079G21Rik"	NA	NA	NA
"gene100928"	864	"2900089D17Rik"	NA	NA	NA
"gene100929"	865	"2900092C05Rik"	NA	NA	NA
"gene100930"	866	"2900092N22Rik"	NA	NA	NA
"gene100931"	867	"2900092O11Rik"	NA	NA	NA
"gene100932"	868	"2900093K20Rik"	NA	NA	NA
"gene100933"	869	"2900097C17Rik"	12.1219483699174	6.98418544276453e-06	0.669931326536254
"gene100934"	870	"3000002C10Rik"	NA	NA	NA
"gene100935"	871	"3010001F23Rik"	NA	NA	NA
"gene100936"	872	"3010003L21Rik"	NA	NA	NA
"gene100937"	873	"3100003L05Rik"	NA	NA	NA
"gene100938"	874	"3110001I22Rik"	NA	NA	NA
"gene100939"	875	"3110004A20Rik"	NA	NA	NA
"gene100940"	876	"3110006O06Rik"	NA	NA	NA
"gene100941"	877	"3110009E18Rik"	-1.30205146731026	0.00973018320463553	0.405043562316227
"gene100942"	878	"3110009F21Rik"	NA	NA	NA
"gene100943"	879	"3110009M11Rik"	NA	NA	NA
"gene100944"	880	"3110015C05Rik"	NA	NA	NA
"gene100945"	881	"3110018I06Rik"	NA	NA	NA
"gene100947"	882	"3110031N09Rik"	NA	NA	NA
"gene100948"	883	"3110039M20Rik"	NA	NA	NA
"gene100950"	884	"3110040N11Rik"	NA	NA	NA
"gene100951"	885	"3110043J17Rik"	-0.0459602544658545	0.207009607486267	0.23715516400207
"gene100952"	886	"3110045C21Rik"	NA	NA	NA
"gene100953"	887	"3110053B16Rik"	NA	NA	NA
"gene100954"	888	"3110056K07Rik"	NA	NA	NA
"gene100955"	889	"3110062G12Rik"	NA	NA	NA
"gene100956"	890	"3110067C02Rik"	NA	NA	NA
"gene100957"	891	"3110070M22Rik"	NA	NA	NA
"gene100958"	892	"3110080E11Rik"	NA	NA	NA
"gene100959"	893	"3110080O07Rik"	-0.287475723067785	0.0706059278074662	0.337773566644781
"gene100960"	894	"3110082I17Rik"	NA	NA	NA
"gene100962"	895	"3110083C13Rik"	NA	NA	NA
"gene100963"	896	"3110099E03Rik"	NA	NA	NA
"gene100964"	897	"3200001D21Rik"	NA	NA	NA
"gene100965"	898	"3222401L13Rik"	NA	NA	NA
"gene100966"	899	"3300002A11Rik"	NA	NA	NA
"gene100967"	900	"3300002I08Rik"	NA	NA	NA
"gene100968"	901	"3300002P13Rik"	-0.171612201693591	0.00307135538531538	0.544707774273432
"gene100969"	902	"3300005D01Rik"	NA	NA	NA
"gene100970"	903	"3425401B19Rik"	NA	NA	NA
"gene100971"	904	"3632454L22Rik"	NA	NA	NA
"gene100972"	905	"3732407C23Rik"	NA	NA	NA
"gene100973"	906	"3830403N18Rik"	NA	NA	NA
"gene100974"	907	"3830406C13Rik"	NA	NA	NA
"gene100975"	908	"3830408C21Rik"	NA	NA	NA
"gene100976"	909	"3830417A13Rik"	0.0139400113464082	0.0643016376089608	0.571526543421244
"gene100977"	910	"3830422I06Rik"	NA	NA	NA
"gene100978"	911	"3830432H09Rik"	NA	NA	NA
"gene100979"	912	"3930402G23Rik"	NA	NA	NA
"gene100980"	913	"4430402I18Rik"	NA	NA	NA
"gene100981"	914	"4631405J19Rik"	NA	NA	NA
"gene100982"	915	"4631422I05Rik"	NA	NA	NA
"gene100983"	916	"4632404H12Rik"	NA	NA	NA
